"TCGA.AF.2687.01"	"TCGA.AF.2690.01"	"TCGA.AF.2693.01"	"TCGA.AF.3911.01"	"TCGA.AF.4110.01"	"TCGA.AF.5654.01"	"TCGA.AF.6136.01"	"TCGA.AF.6655.01"	"TCGA.AF.6672.01"	"TCGA.AF.A56K.01"	"TCGA.AF.A56L.01"	"TCGA.AF.A56N.01"	"TCGA.AG.3591.01"	"TCGA.AG.3592.01"	"TCGA.AG.3725.01"	"TCGA.AG.3731.01"	"TCGA.AG.3732.01"	"TCGA.AG.3742.01"	"TCGA.AG.4021.01"	"TCGA.AG.4022.01"	"TCGA.AH.6544.01"	"TCGA.AH.6547.01"	"TCGA.AH.6549.01"	"TCGA.AH.6643.01"	"TCGA.AH.6644.01"	"TCGA.AH.6897.01"	"TCGA.AH.6903.01"	"TCGA.BM.6198.01"	"TCGA.CI.6619.01"	"TCGA.CI.6620.01"	"TCGA.CI.6621.01"	"TCGA.CI.6622.01"	"TCGA.CI.6623.01"	"TCGA.CI.6624.01"	"TCGA.CL.4957.01"	"TCGA.CL.5917.01"	"TCGA.CL.5918.01"	"TCGA.DC.4745.01"	"TCGA.DC.4749.01"	"TCGA.DC.5337.01"	"TCGA.DC.5869.01"	"TCGA.DC.6154.01"	"TCGA.DC.6155.01"	"TCGA.DC.6156.01"	"TCGA.DC.6157.01"	"TCGA.DC.6158.01"	"TCGA.DC.6160.01"	"TCGA.DC.6681.01"	"TCGA.DC.6682.01"	"TCGA.DC.6683.01"	"TCGA.DT.5265.01"	"TCGA.DY.A0XA.01"	"TCGA.DY.A1DC.01"	"TCGA.DY.A1DD.01"	"TCGA.DY.A1DE.01"	"TCGA.DY.A1DF.01"	"TCGA.DY.A1DG.01"	"TCGA.DY.A1H8.01"	"TCGA.EF.5830.01"	"TCGA.EF.5831.01"	"TCGA.EI.6506.01"	"TCGA.EI.6507.01"	"TCGA.EI.6508.01"	"TCGA.EI.6509.01"	"TCGA.EI.6510.01"	"TCGA.EI.6511.01"	"TCGA.EI.6512.01"	"TCGA.EI.6513.01"	"TCGA.EI.6514.01"	"TCGA.EI.6881.01"	"TCGA.EI.6882.01"	"TCGA.EI.6883.01"	"TCGA.EI.6884.01"	"TCGA.EI.6885.01"	"TCGA.EI.6917.01"	"TCGA.EI.7002.01"	"TCGA.EI.7004.01"	"TCGA.F5.6464.01"	"TCGA.F5.6465.01"	"TCGA.F5.6571.01"	"TCGA.F5.6702.01"	"TCGA.F5.6810.01"	"TCGA.F5.6811.01"	"TCGA.F5.6812.01"	"TCGA.F5.6813.01"	"TCGA.F5.6814.01"	"TCGA.F5.6861.01"	"TCGA.F5.6863.01"	"TCGA.F5.6864.01"	"TCGA.G5.6233.01"	"TCGA.G5.6235.01"	"TCGA.G5.6572.01"	"TCGA.G5.6641.01"
"hsa-mir-3651"	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.226	2.507	3.2648	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"hsa-mir-1197"	0	0	0	0.2788	0	0	0.3342	0.1861	0.1644	0	0	0.2751	0.2034	1.1526	0	0.3458	0	0	0.1503	0.2973	0	0.1916	0	0	0	0	0	0.2743	0.2489	0	0.3684	0.208	0	0	0.3526	0.5423	0	0	0	0	0.3861	0.4874	0.5681	0.1329	0	0.2388	0.5822	0.1713	0.2723	0.2366	0.6442	0	0.3095	0.2831	0.1638	0	0	0	0	0	0	0	0	0.1809	0.3708	0	0.2573	0.2926	0	0.4084	0.4639	0	0	0	0	0	0.1503	0	0	0	0.4077	0.3678	0	0	0	0.3574	0.4851	0	0	0.3034	0.2095	0.6557	0.1527
"hsa-mir-3653"	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.7293	3.1607	2.4908	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"hsa-mir-323b"	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.3945	2.7002	2.8682	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"hsa-mir-3936"	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"hsa-mir-3180-1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"hsa-mir-208b"	0.201	0	0	0	0.1689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1527
"hsa-mir-208a"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-4266"	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"hsa-mir-1270-1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.2269	1.0132	1.1765	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"hsa-mir-1270-2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.2269	0.8597	0.705	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"hsa-mir-769"	4.2322	4.8455	4.669	4.2811	2.8748	5.5118	4.4672	4.001	4.6239	5.6256	5.8887	4.6407	4.4323	4.6281	3.652	4.5453	2.7724	4.4384	4.8019	3.4831	4.518	3.6111	4.702	4.6027	3.5674	6.1331	4.896	4.8919	5.5642	4.84	4.8901	3.8576	5.0042	4.2615	5.6912	5.3629	5.1681	4.4204	4.4735	5.0745	5.3096	5.5553	5.3425	4.1683	4.6451	4.5601	5.4266	4.0558	5.726	4.1427	5.8116	5.3274	4.2888	4.4518	3.1403	3.2832	5.1704	5.7457	4.2113	4.1786	5.0249	5.5687	4.6655	4.5838	4.4075	3.8788	5.0453	5.2689	4.1253	4.7293	5.6741	4.3927	4.6126	5.5546	5.6919	4.1809	4.3606	3.4803	5.1247	3.5676	4.1749	3.6734	3.6878	3.7246	3.7493	5.5489	4.8567	3.8373	4.1091	4.4939	4.8491	5.1391	4.3043
"hsa-mir-3621"	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"hsa-mir-3620"	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0.506	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"hsa-mir-3199-2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.4229	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"hsa-mir-3199-1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.4229	0.2674	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"hsa-mir-130a"	4.6221	5.5313	5.6604	4.6973	4.459	4.3212	5.6139	5.9861	4.5882	7.2389	6.54	6.2675	3.5168	5.1789	4.3869	5.5183	3.6944	4.268	4.4501	5.2677	5.464	5.3085	5.3839	4.2331	5.1489	5	4.8267	5.464	5.2865	5.8385	5.8217	5.3196	6.3896	5.9544	4.8142	4.6673	4.8942	4.9631	5.3848	4.889	5.3372	4.7401	5.2901	4.8617	5.1128	4.99	3.9696	5.9921	5.861	5.8251	6.4727	4.6587	6.6689	5.3764	4.871	5.3286	5.2254	6.3038	3.8751	3.7247	4.0507	3.6163	4.6112	5.4336	4.216	4.678	5.0108	4.3621	5.4376	4.1972	3.5384	5.76	5.3186	4.288	5.301	4.5533	5.558	4.9959	5.2726	5.0815	5.669	5.2596	5.4438	6.2655	5.1763	4.7013	5.6824	5.404	5.1608	4.9413	6.4807	6.3059	5.903
"hsa-mir-4267"	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"hsa-mir-508"	1.8246	2.7723	1.784	2.3057	1.2427	5.8729	2.6356	3.6675	1.2918	3.9835	2.8706	4.6407	4.1664	4.31	3.9508	1.0591	4.1759	11.6973	7.2359	3.9885	3.4042	1.5793	3.2151	1.1143	1.8294	3.5025	0.8782	2.3158	3.2437	5.2938	1.013	2.5763	2.7157	3.4613	2.4409	3.0129	5.0265	2.6981	2.3407	5.239	3.747	4.7182	3.7077	4.6284	3.8409	2.6159	3.0372	2.7652	2.7243	3.5585	1.4269	5.1578	1.4196	4.9704	2.6256	2.8696	4.7593	2.0127	5.8436	3.4298	3.2123	2.3357	4.8076	1.8766	3.6694	6.1284	3.8356	4.2127	2.5052	2.2015	0.4639	4.0266	1.4762	2.2348	3.2922	3.0218	6.8298	1.3431	4.3094	4.1764	2.2982	2.0174	3.8134	1.5931	2.3019	5.4596	1.4846	1.5821	3.63	2.5644	2.7283	4.3418	2.9654
"hsa-mir-892a"	0	0	0.7641	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1897	0.2028	0	0	0	0	0	0	0	0	0	0.5047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5358	0	0	0	0	0	0	0	0	0	0	0	0	0.1132	0	0	0	0	0	0	0.1801	0.1248	0.3034	0	0	0
"hsa-let-7f-1"	5.6835	5.6342	5.3003	4.8003	5.4174	3.9301	5.0587	5.9022	4.5663	4.8631	4.5858	4.2528	5.3241	5.7107	5.6659	5.9687	4.4416	4.0086	5.4748	5.355	5.1668	4.8138	5.3364	5.8391	5.2652	3.3198	3.6385	4.7419	5.457	5.1435	5.057	5.0219	5.0042	5.4385	5.2518	4.5458	4.6262	5.2237	5.4151	4.2353	4.0573	4.3572	4.9949	4.3431	4.3135	4.661	4.4679	4.7799	5.6682	5.3326	4.7791	5.6119	5.1675	5.1833	4.9795	5.1528	5.6085	5.5845	4.0191	4.3177	4.4829	5.8585	5.267	5.6333	4.7278	5.4377	5.1989	6.0094	5.2967	4.2227	3.6732	4.0878	3.265	4.4745	3.9832	3.3712	4.3835	5.8461	5.211	4.9045	4.8539	5.5053	5.5352	5.2212	5.4744	4.159	3.8062	3.7112	4.1464	5.5216	4.8877	5.633	5.2881
"hsa-let-7f-2"	15.0196	14.5268	14.9246	14.2921	14.7675	13.6787	14.2709	14.8938	14.3393	12.8746	12.6002	13.2164	15.0457	14.7041	14.8372	15.2919	13.5523	13.1541	14.9497	14.9021	14.594	14.284	14.4585	14.7137	14.4933	13.7775	13.1577	14.2216	14.8992	14.3726	14.7835	14.3829	13.9627	14.4646	14.9203	13.0785	13.726	14.5391	14.4115	13.98	13.3272	12.9043	13.2003	13.3605	13.1843	13.0323	13.1296	13.9424	15.2129	14.3387	12.4799	15.0123	13.9476	14.0424	14.1224	14.3444	14.9287	14.6173	13.5103	12.6296	13.9906	15.143	14.7836	15.095	14.4085	14.7616	14.2422	15.3024	14.142	13.7612	13.1149	12.9368	12.4864	13.5618	13.1317	12.5872	13.612	14.7679	14.1701	14.2347	13.9735	14.7437	14.8019	14.0738	14.5436	13.4978	13.0926	12.321	13.7565	14.9323	14.0824	14.1583	14.5042
"hsa-mir-597"	0	0	0	0	0	0	0	0	0.1644	0	0	0.2751	0	0.3157	0.1782	0.1833	0	0	0	0	0.228	0	0.2254	0	0	0	0	0	0.461	0.436	0.1959	0	0.7623	0	0	0	0	0	0	0	0	0.2642	0	0	0.5024	0.1243	0.3203	0	0	0	0	0	0.1631	0.1007	0	0	0.609	0.3379	0	0	0	0	0	0	0	0	0.6652	0.2926	0	0	0.8143	0	0	0.5902	0	0	0	0	0.4421	0	0	0	0	0.1617	0	0	0.2628	0	0.1248	0	0.2095	0	0.1527
"hsa-mir-630"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1248	0	0	0	0
"hsa-mir-1284"	0.201	0	0.7641	0.1461	0.1689	0.9631	0	0.1861	0.5683	0.2269	0.6879	0.705	0.6831	0	0.2597	0	0.098	0	0	0	0.4248	0.1916	0	0.5842	0	0.5353	0	0	0.2489	0.436	0.5224	0	0.3011	0.3875	0.6358	0.2965	0.2241	0	0.3266	0.5552	0	0	0	0.4708	0.1876	0	0.3203	0.4627	0.5012	0.1231	0	0	0.4425	0	0.311	0	0	0.1788	0.2541	0	0	0.7689	0.4595	0	0	0	1.1187	0.2926	0.1119	0	0.8143	0.3049	0.6727	0.5902	0	0.7378	0.2864	0.1182	0	0.195	0.316	0.1956	0	0	0.285	0	0	0	0.2396	0	0.3924	0.3648	0.4168
"hsa-mir-1287"	4.9637	4.3438	3.686	3.7055	3.4836	4.4312	3.183	3.5194	3.4298	4.6149	4.5486	5.1646	3.5168	2.8797	2.5028	4.4139	4.0346	3.4143	3.0815	3.7018	3.3806	3.6443	4.435	4.0994	3.593	5.779	5.074	4.2487	4.4894	4.6571	3.483	3.5489	3.9865	3.8171	4.567	4.4735	3.38	3.2069	3.7081	4.4467	5.5553	4.5049	4.309	4.0805	3.7839	3.6667	3.7738	3.386	3.7285	3.3848	4.8928	3.6632	3.7994	2.8217	3.1792	2.6361	3.524	3.2795	3.736	3.3456	3.7738	2.524	3.8767	3.7754	3.7965	2.9362	3.4015	3.8118	4.05	3.4782	5.5395	4.5747	4.714	5.4583	5.0215	3.6523	4.4647	4.0253	5.4722	3.1869	3.822	3.9422	3.669	3.7503	3.2833	5.4222	4.5957	4.2337	4.1827	2.9611	3.4802	3.9965	4.4588
"hsa-mir-1286"	0.201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2743	0	0	0	0	0	0	0.3526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2061	0	0	0.311	0.1652	0	0	0	0	0	0.2339	0	0	0	0	0	0	0	0	0.4639	0	0	0.419	0	0	0	0	0	0.1008	0	0	0	0	0	0.3574	0	0	0.1248	0	0	0	0
"hsa-mir-1281"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-1280"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1248	0	0	0	0
"hsa-mir-636"	0.201	0	0	0.1461	0.1689	0.3967	0	0.1861	0.312	0	0.6879	0.705	0	0	0.1782	0.6246	0.098	0	0	0.2973	0.228	0	0.884	0.4145	0.2784	1.2313	0.3554	0	0.8099	0.3048	0.9051	0	0.3011	0	0.3526	0	0.2241	0	0.1725	0.3927	0.3861	0	0.9747	0.1329	0	0.1243	0.5822	0.3244	0.6988	0.1231	0.6442	0	0.1631	0.1947	0	0.1652	0.4331	0.944	0	0	0.7562	0.2339	0	0.1809	0	0.4888	0	0	0	0.4084	0.8143	0	0.3752	0.419	0	0	0.4108	0.1182	0.2379	0	0.316	0	0	0	0	1.2663	0.2628	0.1801	0.1248	0.3034	0.2095	0	0.2908
"hsa-mir-1282"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1007	0	0	0	0	0	0	0	0.2339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-638"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"hsa-mir-548k"	0.3775	0	0.432	0.1461	0.1689	0.7075	0.6054	0.1861	0.4458	0.4229	0	0	0	0	0.5462	0.3458	0.3574	0.2028	0.2864	0	0	0.3607	0.2254	0.2221	0.8886	0.9249	0.3554	0.2743	0.2489	0	0.1959	0.208	0	0.3875	0.3526	0	0.418	0.2284	0.8174	0.2097	0.5462	0	0.9747	0.2545	0.1876	0.2388	0	0.1713	0.2723	0.2366	0	0.2061	0	0.2831	0.5666	0	0.4331	0.944	0	0	0.7562	0	0.4595	0.3417	0.6655	0.265	1.2429	0.9257	0.1119	0	0	0	0	0	0	0	0.1503	0.2275	0	0.2835	0.1132	0.1956	0.2233	0	0	0	0	0	0.2396	0.9532	0.2095	0	0.1527
"hsa-mir-3159"	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"hsa-mir-124-1"	0	0	0	0	0.1689	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1503	0.1563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1007	0.1638	0	0	0	0	0	0	0.2339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5252	0	0	0	0	0	0.2233	0	0	0	0	0	0.1248	0	0.2095	0	0
"hsa-mir-181a-1"	9.628	10.0967	10.1025	8.7555	10.7134	10.0666	10.0773	9.907	8.8118	11.0957	10.9409	10.8494	8.0176	10.1072	8.5853	9.9082	8.5686	8.6606	9.62	9.4859	9.5311	9.5592	10.2042	10.673	11.6175	10.0878	10.1741	9.465	9.6734	9.7767	9.3834	10.1563	9.5087	10.0773	10.2969	9.0831	9.0559	9.34	9.7826	9.8853	9.5109	9.7695	10.1572	9.5687	10.1163	9.6715	9.7065	8.9391	9.98	9.5527	11.3399	9.6168	9.7536	8.3746	9.6267	8.4563	8.8532	11.2874	10.5161	9.0183	9.497	9.5532	9.6968	11.2116	9.6936	9.9653	10.1207	9.8343	9.5212	10.5302	9.222	11.9657	9.8958	12.588	10.7417	9.6301	10.4453	9.3541	10.3446	9.0723	9.7596	10.4022	10.3952	9.1831	10.3532	11.566	10.8581	11.1367	9.5457	8.6791	9.201	11.5586	9.5048
"hsa-mir-129-2"	1.8842	0.681	1.9234	2.0326	1.0827	0.7075	1.6256	0.7558	0.7859	0.4229	1.6025	0.8799	0.8131	0.3157	0.99	1.6001	1.636	0.2028	0.4107	2.1848	1.1364	2.1403	1.7517	0.9989	1.4344	1.2313	0.8782	1.3021	1.0906	2.5988	0.7885	0.3898	0	0.824	1.6848	0.7522	0.589	0	0.3266	0.5552	0.5462	0.6807	0	1.0435	0.5024	0.4436	0.5822	1.816	1.2951	0.9856	4.2056	0.2061	0.5642	2.2934	1.9131	0.3134	0.7657	0	1.108	1.7841	2.3209	0.2339	1.6149	0.3417	0.6655	0.265	1.5619	1.0871	2.0792	0.7264	0.4639	0.3049	1.4762	1.124	0.5489	1.2236	2.1742	1.3908	0.7801	1.248	1.4406	0.7873	1.0033	1.7023	1.5683	2.4587	0.9994	2.4646	1.5787	1.8378	2.468	0.5176	2.1574
"hsa-mir-124-2"	0	0	0	0	0	0	0	0	0.1644	0	0	0	0	0	0	0.3458	0	0	0	0.1563	0	0.512	0	0	0	0	0	0.2743	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4874	0	0	0	0	0	0	0	0.1231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1503	0	0	0	0	0	0	0	0	0	0.2628	0	0	0	0	0	0
"hsa-let-7b"	13.812	14.5248	13.148	12.8451	13.1963	12.8862	12.7565	13.3904	12.5254	13.0616	13.5055	12.9085	13.0559	13.0509	12.5385	13.03	13.7409	12.2361	12.4638	12.9307	12.9643	12.5492	12.8177	13.2626	13.2707	13.6714	13.2476	12.4342	12.5242	13.3412	12.6768	13.1579	13.2419	12.5079	13.4704	13.1698	13.0599	12.1434	13.152	13.8652	13.6343	13.2464	13.5632	13.7151	12.9508	13.0609	12.8868	12.6292	12.8204	12.0522	14.4237	13.0838	12.723	11.6573	12.6334	12.1264	12.4961	12.3454	13.6144	13.4056	12.565	14.0227	13.0336	13.9513	12.2934	12.4429	12.8857	13.2241	12.2857	13.2237	14.0425	13.1439	13.894	14.0279	13.8994	12.4264	14.1718	13.0836	13.1418	12.2608	13.3889	12.695	13.5342	12.4891	13.0139	14.3039	13.5745	13.9032	12.8818	12.2862	12.3467	13.9728	12.8655
